name,barrio,descripcion,precio,codigo,opt1,opt2,opt3,opt4,opt5,opt6,opt7,opt8,opt9,opt10
Apartamento en venta,Mazurén - Bogotá,Apartamento prácticamente 3 años de antigüedad. Con 2 parqueaderos deposito grande piso 14 excelente vista el conjunto cuenta con piscina gimnasio dotado salón de juegos para niños coworking sendero peatonal de 1 km 3 asesores entre otros,$ 530.000.000,Código Fincaraíz: 6568212,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Administración': 'No definida'},"{'Precio m²': '$\xa06.162.790,7*m²'}",None,None
Apartamento en venta,Spring - Bogotá,"Apartamento en venta, excelente ubicación a dos cuadras de la estación Alcalá, dos habitaciones, dos baños, estudio, cocina, sala comedor, área de ropas, deposito, parqueadero doble, estrato 3, excelente iluminación.",$ 295.000.000,Código Fincaraíz: 6609460,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '60 m²'},{'Área privada': '60 m²'},{'Estrato': '3'},{'Estado': 'Bueno'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '5'}
Apartamento en venta,Gran America - Bogotá,Características del Inmueble: Área Const.: 61 m² Estrato: 4 Piso No: 2 Alcobas: 2 Baños: 2 Parqueaderos: 1 Sala Comedor Cocina tipo Americana remodelada..,$ 340.000.000,Código Fincaraíz: 6336347,{'Descripción general': 'Código Fincaraíz: 6336347'},None,{'Descripción general': 'Código Fincaraíz: 6336347'},{'Descripción general': 'Código Fincaraíz: 6336347'},{'Área construída': '61 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '2'}
Apartamento en venta,Cedritos - Bogotá,"BAJO DE PRECIO!!! Vendo lindo apartamento remodelado, en zona residencial, cuarto piso SIN ascensor. parqueadero descubierto. Apartamento muy iluminado, calientito, la vista es hacia la iglesia de san Tarsicio. Conjunto cerrado con zonas verdes. Cerca a Carulla de la 140. Venta Directa.",$ 350.000.000,Código Fincaraíz: 6354823,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '83 m²'},{'Área privada': '83 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '4'}
Apartamento en venta,Cedritos - Bogotá,"Lindo apartamento exterior 3 alcobas 2 baños, remodelado excelentes acabados pisos en madera, iluminado cocina integral, chimenea, conexión a gas, segundo piso con buena vista, parqueadero cubierto, salón social, parque niños, parqueaderos visitantes. Cerca a: CC Cedritos, CC Caobos, Éxito, parques, ciclorrutas, a la 19, supermercados, y transporte público. Vigilancia 24 horas. Cita Previa",$ 340.000.000,Código Fincaraíz: 6560603,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '65 m²'},{'Área privada': '65 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '2'}
Apartamento en venta,Chicó - Bogotá,"Encuentra, Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!! Ofrece Amplio apartamento en venta ubicado en el barrio Chicó. Este inmueble cuenta con sala y comedor independientes, cocina independiente, zona de lavandería, habitación de servicio convertida en estudio. Zona privada con family room, habitación principal con baño privado, Cuatro habitaciones y tres baños Completos . Incluye Dos parqueaderos y depósito. El edificio consta de ascensor y sistema de seguridad 24 hrs. .",$ 932.000.000,Código Fincaraíz: 3909374,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '192 m²'},{'Área privada': '192 m²'},{'Estrato': '6'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '5'},{'Administración': '$\xa01.123.000 COP'}
Apartamento en venta,Santa Bárbara Central - Bogotá,"Apartamento dos niveles, 3 alcobas en multicentro excelente ubicación con vista hacia el parque de Multicentro y hacia la calle 123. En buen estado con pisos en alfombra para remodelar. Parqueadero doble en línea y deposito.",$ 680.000.000,Código Fincaraíz: 6540644,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '139 m²'},{'Área privada': '135 m²'},{'Estrato': '6'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '3'}
Apartamento en venta,Chicó Norte - Bogotá,"Apartamento ubicado en zona exclusiva, consta de un área total const de 86.54 M2, área de balcón 8.69M2. con excelente iluminación, cocina integral, excelentes acabados, cuenta con 2 garajes en línea y 1 deposito de uso exclusivo. Se encuentra ubicado en cercanías de instituciones, viviendas y locales comerciales en cercanías al corredor de la calle 94, tiene excelentes vías de acceso.",$ 550.000.000,Código Fincaraíz: 6561247,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '86 m²'},{'Área privada': '77 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '2'}
Apartamento en venta,Colina Campestre - Bogotá,"Excelente apartamento en primer piso vista exterior a un parque cuenta con 3 alcobas cada una con su closet, dos baños, cocina integral, dos garajes cubiertos independientes opcion de deposito, cerca a centros comerciales, buenas vias de acceso, diagonal al centro comercial puerto alegre y a ubicado al lado del Mcdonalds de la 138, Mayores informes Juanita Silva..",$ 420.000.000,Código Fincaraíz: 6395118,{'Descripción general': 'Código Fincaraíz: 6395118'},None,{'Descripción general': 'Código Fincaraíz: 6395118'},{'Descripción general': 'Código Fincaraíz: 6395118'},{'Área construída': '100 m²'},{'Área privada': '100 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '1'}
Apartamento en venta,Simón Bolívar - Bogotá,"Terranovo inmobiliaria ofrece en venta bonito apartamento de 47m2 con 2 habitaciones, 2 baños, sala comedor, cocina integral, ubicado en primer piso alto, el apartamento esta ubicado en zona central de Bogotá..",$ 215.000.000,Código Fincaraíz: 6335315,{'Descripción general': 'Código Fincaraíz: 6335315'},None,{'Descripción general': 'Código Fincaraíz: 6335315'},{'Descripción general': 'Código Fincaraíz: 6335315'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '1'},{'Administración': '$\xa055.000 COP'}
Apartamento en venta,Salitre Nor - Occidental - Bogotá,"Te presentamos en venta un apto acogedor y familiar, ubicado en Salitre Occidental, un barrio residencial, tranquilo y muy bien ubicado al noroccidente de la ciudad, con excelentes accesos. Es amplio y funcional, cuenta con una gran área social conformada por sala y comedor con acceso a un balcón, cocina es cerrada de buenas proporciones y en excelente estado, cuarto y baño de servicio. Cuenta con tres amplias habitaciones, la principal con baño y walking closet. Un estudio, baño alcobas 2 gjs.",$ 710.000.000,Código Fincaraíz: 6135662,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '123 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '5'}
Apartamento en venta,Colina Campestre - Bogotá,"4053FR733 .Cómodo y cálido apartamento ubicado detras del centro comercial La Colina. Con Club house dentro de las zonas comunes del conjunto de edificios. El apartamento incluye un baño social, un balcón para tomar el sol, una cocina tio Americana con una zona de lavado, un comedor auxiliar, Sala de TV, hall que separa las habitaciones, un estudio y/o biblioteca, Dos habitaciones y un baño en el hall para compartir, una habitación principal con un armario amplio y baño privado, con un garage para 2 carros y depósito. .",$ 820.000.000,Código Fincaraíz: 6474510,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '130 m²'},{'Área privada': '111 m²'},{'Estrato': '5'},{'Piso N°': '14'},{'Administración': '$\xa0380.000 COP'},"{'Precio m²': '$\xa06.307.692,31*m²'}"
Apartamento en venta,La Macarena - Bogotá,"El barrio es conocido como la Zona M de Bogotá te permite acceder fácilmente a restaurantes que ofrecen todo tipo de gastronomía, sector de galerías de arte y teatros, también se identifica como el barrio bohemio de Bogotá, cuna de artistas y centro histórico de la ciudad zona universitaria. La ubicación del apartamento ofrece una excelente vista, sus espacios son amplios..",$ 900.000.000,Código Fincaraíz: 5944534,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '217 m²'},{'Estrato': '3'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '4'},{'Administración': '$\xa0290.000 COP'}
Apartamento en venta,El Nogal - Bogotá,"Apartamento para la Venta en el barrio NOGAL, último piso, duplex de 390 mts2 con 3 balcones, 4 parqueaderos, 3 habitaciones con baño, Cuarto y Baño del servicio. En una zona de alta demanda por estar en tan buena ubicación: cerca al Gimnasio Moderno, a centros comerciales, restaurantes y zonas financieras. Los baños y terrazas están remodeladas hace un año. Entra el sol y luz durante la tarde!.",$ 2.700.000.000,Código Fincaraíz: 5431152,{'Habitaciones': '3'},{'Baños': '5'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '396 m²'},{'Área privada': '396 m²'},{'Estrato': '6'},{'Estado': 'Bueno'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '6'}
Apartamento en venta,La Felicidad - Bogotá,"Apto en excelente estado, muy buenas condiciones.",$ 400.000.000,Código Fincaraíz: 6564365,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '74 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '3'}
Apartamento en venta,Garcés Navas - Bogotá,"Esta ubicado a 200 metros del portal de la 80, tiene la calle 80 a 20 metros. por lo tanto es facil pera el transporte urbano. Cerca al aeropuerto. exelente servicio de transmilenio.",$ 160.000.000,Código Fincaraíz: 6543613,{'Habitaciones': '3'},{'Baños': '1'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '2'},{'Administración': '$\xa0150.000 COP'},"{'Precio m²': '$\xa02.857.142,86*m²'}"
Apartamento en venta,Suba la Campiña - Bogotá,"Espectacular apartamento duplex, con dos alcobas y un baño, excelente ubicación, acogedor conjunto residencial. Ganga 135.000.000 negociables",$ 135.000.000,Código Fincaraíz: 6564297,{'Habitaciones': '2'},{'Baños': '1'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área privada': '47 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '1'},{'Administración': '$\xa0136.000 COP'}
Apartamento en venta,Ciudad Salitre - Bogotá,Excelente oportunidad hermoso apartamento recién remodelado ubicado en ciudad Salitre a una cuadra de salitre plaza con vista hacia el McDonalds y plaza claro Apartamento de 82 m² con 3 habitaciones 2 baños cocina integral chimenea y parqueadero cubiertoubicado en una de las mejores son las financieras y corporativos de Bogotá venta directa con el propietario,$ 510.000.000,Código Fincaraíz: 6540016,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '82 m²'},{'Área privada': '82 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '4'}
Apartamento en venta,La Castellana - Bogotá,"Oportunidad, unica de inmuebe en la castellana , precio de ganga en exelente estado cuenta con: Dos habitaciones , dos baños , sala comedor , cocina . parqueadero y deposito. .",$ 398.000.000,Código Fincaraíz: 5683542,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '79 m²'},{'Área privada': '75 m²'},{'Estrato': '5'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '4'},{'Administración': '$\xa0492.000 COP'}
Apartamento en venta,Normandía - Bogotá,V.L VENDO APARTAMENTO EN NORMANDIA ABAJO DE AVENIDA BOYACA. CONSTA DE 3 ALCOBAS 2 BAÑOS GARAJE INDEPENDIENTE. CONJUNTO CERRADO CON PISCINA PARQUES INFANTIL Y PARQUE PARA MASCOTAS. BAHIA DE PARQUEO. ZONA DE ALTA VALORIZACION. LLAME YA.,$ 320.000.000,Código Fincaraíz: 6425874,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '62 m²'},{'Área privada': '62 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '2'}
Apartamento en venta,Cedritos - Bogotá,APARTAMENTO DE 70 MT2 ÚLTIMO PISO 9o.- DISTRIBUIDO EN DOS 2 HAB.- DOS 2 BAÑOS - COCINA AMPLIA TIPO AMERICANA ABIERTA - ZONA DE ROPAS - HAB. PRINCIPAL CON BAÑO Y AREA DE VESTIER - BALCÓN QUE TOMA TODO EL FRENTE DEL APTO. - UN 1 GARAJE - UN 1 DEPÓSITO AMPLIO --EDF. DISEÑO ARQUITECTÓNICO MODERNO - AMPLIA Y MODERNA RECEPCIÓN - GIMNASIO - PARQUEADERO VISITANTES - ZONA BARBECUE - TERRAZA PANORÁMICA,$ 385.000.000,Código Fincaraíz: 6560082,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '70 m²'},{'Área privada': '70 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '9'}
Apartamento en venta,Chapinero Central - Bogotá,"Vendo apto cerca a universidades, Javeriana, Piloto, Distrital, zona empresarial, trabaje y estudie cerca su vivienda, primer piso exterior, 2 alc, baño y cuarto de servicio, cocina , patio amplió, con zona de lavandería, sala comedor, un Parqueadero cubierto.",$ 320.000.000,Código Fincaraíz: 6200063,{'Descripción general': 'Código Fincaraíz: 6200063'},None,{'Descripción general': 'Código Fincaraíz: 6200063'},{'Descripción general': 'Código Fincaraíz: 6200063'},{'Área construída': '83 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '1'}
Apartamento en venta,Antiguo Country - Bogotá,"APARTAMENTO INTERIOR, segundo piso con ascensor, sala - comedor con balcón, cocina integral a gas, zona de lavandería, baño social, una alcoba con closet , persianas, black out y baño privado, UN PARQUEADERO CUBIERTO EN SERVIDUMBRE, no tiene depósito, edificio cuenta con; portería 24 horas, salón comunal, gimnasio, parqueadero de visitantes, planta eléctrica, terraza comunal, cerca de parque el virrey, carrera 15, autopista norte, calle 85..",$ 320.000.000,Código Fincaraíz: 6182898,{'Habitaciones': '1'},{'Baños': '2'},{'Habitaciones': '1'},{'Habitaciones': '1'},{'Área construída': '48 m²'},{'Área privada': '48 m²'},{'Estrato': '5'},{'Estado': 'Bueno'},{'Antigüedad': '9 a 15 años'},{'Administración': '$\xa0336.600 COP'}
Apartamento en venta,Chapinero - Bogotá,"Apartamento 140M2, sector calle 59 con 10 Chapinero excelente ubicación. Cuenta con 4 habitaciones con closet, cada una con baño privado. Cocina tipo americano abierta + zona social, iluminación natural por amplias ventanas en el Apto. Remodelado en excelente estado, tiene 2 parqueaderos, edificio con ascensor. Viás de acceso Cra 7a, Cra 13, TM, cerca Exito, Carulla. Renta aprox 3 millones. Oportunidad..",$ 485.000.000,Código Fincaraíz: 6399087,{'Descripción general': 'Código Fincaraíz: 6399087'},None,{'Descripción general': 'Código Fincaraíz: 6399087'},{'Descripción general': 'Código Fincaraíz: 6399087'},{'Área construída': '140 m²'},{'Área privada': '140 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '6'}
Apartamento en venta,Verbenal - Bogotá,"Obtén asesoría personalizada y agenda tu visita haz click aquí wa.link/3yyimh Apartamento en venta de 63m2, con vista exterior, ubicado en un 5to piso (Torre 1 Apto 501), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, balcón (1, 37m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas..",$ 236.000.000,Código Fincaraíz: 6578304,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '5'},{'Administración': '$\xa0168.700 COP'},"{'Precio m²': '$\xa03.746.031,75*m²'}"
Apartamento en venta,Villa Alsacia - Bogotá,"Espectacular apartamento en venta remodelado 87 m2, con vista interior, ubicado en un 6to piso , ascensor, parqueadero propio . Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y piso cerámico zona social, baños y cocina. El conjunto cuenta con salón comunal, terraza, zona de BBQ, zonas verdes, zonas para niños y vigilancia privada las 24 horas..",$ 378.000.000,Código Fincaraíz: 6561602,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '87 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '6'}
Apartamento en venta,Prado Pinzon - Bogotá,"Espectacular Apartamento con luz natural en todos sus ambientes, tres habitaciones, tres baños, estudio, garaje doble, deposito, ubicado en una zona segura y con buen transporte, cerca a centros comerciales, parques e iglesias",$ 540.000.000,Código Fincaraíz: 6539577,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '112 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Remodelado'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '8'}
Apartamento en venta,Cantalejo - Bogotá,"Apartamento para estrenar ubicado dentro de un edificio inteligente, consta de sala comedor, cocina estilo americano, citofono con camara, zona de ropas, calentador a gas, tres alcobas; La principal con baño privado y closet, Las otras 2 alcobas con closet, comparten baño. Tiene parqueadero cubierto y deposito. La zona con mucho desarrollo.",$ 285.000.000,Código Fincaraíz: 6245146,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '64 m²'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': 'menor a 1 año'},{'Piso N°': '2'}
Apartamento en venta,Santa Ana - Bogotá,"Apartamento con excelente distribución, acabados y ubicación. El edificio ofrece portería 24 hrs, recepcion tipo lobby, salón social, salon de squash, salones de juego, gym, area para niños. El sector es residencial y tranquilo, cercano a zonas corporativas - comerciales, parques, supermercados y vías principales. VALOR NEGOCIABLE.",$ 1.050.000.000,Código Fincaraíz: 5821622,{'Habitaciones': '4'},{'Baños': '5'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '160 m²'},{'Área privada': '160 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '2'}
Apartamento en venta,Chicó Reservado - Bogotá,"Buscas Apartamento Moderno, Exterior, con Ascensor Privado y acabados de lujo Te presentamos este Espectacular Apartamento en Venta, ubicado a media cuadra del Parque Museo del Chico, acabados de lujo, listo para disfrutar con familia y amigos. El edificio cuenta con Terraza BBQ, Sala de Juntas, Planta eléctrica de Suplencia Total, Caldera. Entra www.tierrahabitat.com con el código 1465.",$ 1.743.000.000,Código Fincaraíz: 6439110,{'Habitaciones': '3'},{'Baños': '5'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '151 m²'},{'Área privada': '151 m²'},{'Estrato': '6'},{'Estado': 'Bueno'},{'Antigüedad': '1 a 8 años'},{'Administración': '$\xa01.400.000 COP'}
Apartamento en venta,Alameda - Bogotá,El apartamento de tus sueños ubicado en el exclusivo barrio la Alameda en la zona norte de Bogotá con excelentes vías de acceso gran distribución luminosidad y amplitud en cada una de sus espacios 96 metros construidos los cuales están distribuidos en sala comedor balcón cocina 1 sala de televisión 3 habitaciones 2 baños uno de ellos con walking closet 2 parqueaderos distribuidos en 20 metros El conjunto cuenta con 2 parques para niños gimnasio bbq cancha de squash mini market,$ 390.000.000,Código Fincaraíz: 6543837,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '96 m²'},{'Área privada': '96 m²'},{'Estrato': '4'},{'Antigüedad': '9 a 15 años'},{'Administración': '$\xa0310.000 COP'},{'Precio m²': '$\xa04.062.500*m²'}
Apartamento en venta,Bosa Porvenir - Bogotá,"APARTAMENTO EN VENTA DE 53M2 SEXTO PISO SIN ASCENSOR con un alto nivel de valorización, CERCA DE centros comerciales y zonas escolares e universidad super ubicación con vías de acceso de transporte esta ubicado en un sexto piso sin ascensor, cuenta con tres habitaciones un baño completo zona social Estudio abierto Hall de Alcobas zona de ropas cocina amplia abierta, UNICO DUEÑO NEGOCIABLE contacto Maritza Fajardo Móvil tres veintidós tres cero nueve setenta y siete ochenta y siete",$ 140.000.000,Código Fincaraíz: 5916481,{'Habitaciones': '3'},{'Baños': '1'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '53 m²'},{'Área privada': '53 m²'},{'Estrato': '2'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '6'}
Apartamento en venta,Chicó - Bogotá,"Encuentra, Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!! Ofrece Amplio apartamento en venta ubicado en el barrio Chicó. Este inmueble cuenta con sala y comedor independientes, cocina independiente, zona de lavandería, habitación de servicio convertida en estudio. Zona privada con family room, habitación principal con baño privado, Cuatro habitaciones y tres baños Completos . Incluye Dos parqueaderos y depósito. El edificio consta de ascensor y sistema de seguridad 24 hrs. .",$ 932.000.000,Código Fincaraíz: 3909374,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '192 m²'},{'Área privada': '192 m²'},{'Estrato': '6'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '5'},{'Administración': '$\xa01.123.000 COP'}
Apartamento en venta,Lisboa - Bogotá,"EXCELENTE APARTAMENTO GANGA BUENA ILUMINACIN DE 89 MTS, CUENTA CON SALA Y COMEDOR, COCINA INTEGRAL A GAS NATURAL, TRES HABITACIONES CON SU RESPECTIVO CLÓSET, DOS BAÑOS, PISOS DE MADERA LAMINADA, UN ESTUDIO, DEPOSITO, SALÓN COMUNAL, ASCENSORES, PARQUEADEROS, CONJUNTO CERRADO, GIMNASIO, PARQUE PARA LOS NIÑOS, ZONA DE LAVANDERÍA VIGILANCIA LAS 24 HORAS, SE ACEPTA PERMUTA EN PARTE DE PAGO POR APARTAMENTO DE DOS HABITACIONES EN CHAPINERO ALTO, COUNTRY, BELLA SUIZA. 58-2307.",$ 540.000.000,Código Fincaraíz: 6368473,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '89 m²'},{'Área privada': '89 m²'},{'Estrato': '5'},{'Antigüedad': '16 a 30 años'},{'Administración': '$\xa0370.000 COP'},"{'Precio m²': '$\xa06.067.415,73*m²'}"
Apartamento en venta,Sierras del Moral - Bogotá,"Excelente oportunidad de apartamento en altos de sierras 3 habitaciones con baño privado, alcoba de servicio con baño, sala comedor, cocina, dos parqueaderos cubiertos, dos terrazas, tercer piso externo. .",$ 1.480.000.000,Código Fincaraíz: 5351380,{'Habitaciones': '4'},{'Baños': '3'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '214 m²'},{'Área privada': '198 m²'},{'Estrato': '6'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '3'},{'Administración': '$\xa01.300.000 COP'}
Apartamento en venta,Mazurén - Bogotá,Bonito apartamento con terraza conjunto cerrado amplias zonas Primer piso,$ 300.000.000,Código Fincaraíz: 6556891,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '76 m²'},{'Área privada': '76 m²'},{'Estrato': '4'},{'Antigüedad': '9 a 15 años'},{'Administración': '$\xa0230.000 COP'},"{'Precio m²': '$\xa03.947.368,42*m²'}"
Apartamento en venta,Cedritos - Bogotá,"Encuentra, Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!! Apartamento de dos alcobas mas estudio, la principal con baño. Baño social completo, sala con chimenea a leña, comedor cocina abierta y zona de ropas. Tiene dos parqueaderos y depósito. El edificio tiene porteria inteligente, pero tiene personal de oficios varios todos los dias. Parqueadero de visitantes exterior y salón social. .",$ 460.000.000,Código Fincaraíz: 6576938,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '105 m²'},{'Área privada': '105 m²'},{'Estrato': '4'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '2'},{'Administración': '$\xa0292.000 COP'}
Apartamento en venta,Las Aguas - Bogotá,"OPORTUNIDAD, MEJOR VALOR PRECIO METROCUADRADO, Apartamento con lindisima vista ¡Exterior! Ubicación CC Centro Comercial y Residencial Barichara, torres CON Supermercado, Pub, Locales Comerciales, Uso Mixto, muy cerca a Universidad De Los Andes, gran potencial para remodelación e inversión en renta, el centro de Bogotá tiene excelente demanda extranjera uso residencial, con el uso mixto gran potencial para ofcinas también, el uso mixto es el futuro de los edificios comerciales, ver video recomend.",$ 460.000.000,Código Fincaraíz: 6461847,{'Descripción general': 'Código Fincaraíz: 6461847'},None,{'Descripción general': 'Código Fincaraíz: 6461847'},{'Descripción general': 'Código Fincaraíz: 6461847'},{'Área privada': '125 m²'},{'Estrato': '3'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '13'},{'Administración': '$\xa0350.000 COP'}
Apartamento en venta,El Virrey - Bogotá,"Venta apartamento duplex en El virrey, moderno diseño de acabados industriales, espectacular zona social con ventanales de techo a piso que hace que sea muy iluminado y caliente el espacio, amplia cocina abierta con gran barra tipo americano y buena despensa, balcón lateral, zona de ropas y baño de servicio independiente, amplio estar de tv y estudio en un solo ambiente que cuenta con salida a balcón con linda vista a árboles, amplias e iluminadas habitaciones todas con baño privado 2 de ellas con balcon. Edificio tiene terraza comunal con bbq para esas reuniones con amigos o familiares, a pocos metros del parque el virrey, exclusiva zona de la ciudad!.",$ 1.190.000.000,Código Fincaraíz: 6350671,{'Habitaciones': '3'},{'Baños': '5'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '153 m²'},{'Área privada': '0 m²'},{'Estrato': '6'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '4'},{'Administración': '$\xa01.100.000 COP'}
None,None,None,None,None,{'Descripción general': 'Código Fincaraíz: 6310096'},None,{'Descripción general': 'Código Fincaraíz: 6310096'},{'Descripción general': 'Código Fincaraíz: 6310096'},{'Área construída': '84 m²'},{'Área privada': '54 m²'},{'Estrato': '6'},{'Estado': 'Bueno'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '1'}
Apartamento en venta,Iberia - Bogotá,"Lindo apartamento, ventanas insonorizadas, pisos laminados",$ 260.000.000,Código Fincaraíz: 6559647,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '60 m²'},{'Área privada': '60 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '4'}
